,Age,Gender,Race,Offenses Severity,Arrest Day of Week,Arrest Date,Arrest Month,Arrest Year,Temperature,Weather Condition,Incident Location,Incident Latitude,Incident Longitude,Incident Neighborhood,Incident Zone
15601,24.0,M,B,M,Saturday,04,August,2018,81.76,Partly Cloudy,"Boggston AV & W Warrington AV Pittsburgh, PA 15226",40.42009554,-80.00768064,Beltzhoover,3
15602,47.0,M,W,M,Saturday,04,August,2018,81.76,Partly Cloudy,"400 Block Liberty AV Pittsburgh, PA 15222",40.44096981,-80.0056908,Central Business District,2
15603,39.0,M,H,M,Saturday,04,August,2018,81.76,Partly Cloudy,"1300 Block Methyl ST Pittsburgh, PA 15216",40.41628397,-80.0259685,Beechview,6
15604,29.0,U,B,F,Sunday,05,August,2018,82.99,Partly Cloudy,"400 Block East Ohio ST Pittsburgh, PA 15212",40.45344706,-80.00155892,East Allegheny,1
15605,35.0,M,W,F,Sunday,05,August,2018,82.99,Partly Cloudy,"300 Block 3rd AV Pittsburgh, PA 15222",40.43886613,-80.00161356,Central Business District,2
15606,28.0,F,A,M,Sunday,05,August,2018,82.99,Partly Cloudy,"1200 Block Oxford ST Pittsburgh, PA 15205",40.43406941,-80.04657288,Westwood,6
15607,46.0,F,W,F,Sunday,05,August,2018,82.99,Partly Cloudy,"2700 Block Berg ST Pittsburgh, PA 15203",40.41939263,-79.97096912,South Side Slopes,3
15608,26.0,F,W,M,Sunday,05,August,2018,82.99,Partly Cloudy,"Saw Mill Run BL & Midwood AV Pittsburgh, PA 15210",40.39299907,-79.99728975,Overbrook,3
15609,27.0,F,B,M,Sunday,05,August,2018,82.99,Partly Cloudy,"East Liberty BL & Broad ST Pittsburgh, PA 15206",40.46081381,-79.91580595,East Liberty,5
15610,26.0,M,B,M,Sunday,05,August,2018,82.99,Partly Cloudy,"Steuben ST & Alexander ST Pittsburgh, PA 15220",40.44199266,-80.03454334,West End,6
15611,37.0,F,W,M,Sunday,05,August,2018,82.99,Partly Cloudy,"900 Block Sterrett ST Pittsburgh, PA 15208",40.45693184,-79.89412789,Homewood North,5
15612,28.0,M,B,M,Sunday,05,August,2018,82.99,Partly Cloudy,"500 Block Warsaw ST Pittsburgh, PA 15221",40.44975154,-79.87947433,East Hills,5
15613,21.0,M,B,F,Sunday,05,August,2018,82.99,Partly Cloudy,"1600 Block E Carson ST Pittsburgh, PA 15203",40.42875471,-79.98264984,South Side Flats,3
15614,61.0,M,W,M,Sunday,05,August,2018,82.99,Partly Cloudy,"4300 Block Stanton AV Pittsburgh, PA 15201",40.47927305,-79.94339046,Stanton Heights,5
15615,26.0,M,B,M,Sunday,05,August,2018,82.99,Partly Cloudy,"7200 Block Bennett ST Pittsburgh, PA 15208",40.45645609,-79.896632,Homewood South,5
15616,53.0,M,B,M,Sunday,05,August,2018,82.99,Partly Cloudy,"300 Block North Shore DR Pittsburgh, PA 15212",40.45491043,-80.00963385,North Shore,1
15617,28.0,M,B,M,Monday,06,August,2018,86.21,Partly Cloudy,"Three Rivers Heritage TRL Pittsburgh, PA 15203",0.0,0.0,South Side Flats,3
15618,40.0,M,W,F,Monday,06,August,2018,86.21,Partly Cloudy,"2900 Block Sidney ST Pittsburgh, PA 15203",0.0,0.0,South Side Flats,3
15619,40.0,M,W,F,Monday,06,August,2018,86.21,Partly Cloudy,"2900 Block Sidney ST Pittsburgh, PA 15203",0.0,0.0,South Side Flats,3
15620,40.0,M,W,F,Monday,06,August,2018,86.21,Partly Cloudy,"2700 Block Shelly ST Pittsburgh, PA 15203",40.42291722,-79.96889748,South Side Slopes,3
15621,40.0,M,W,F,Monday,06,August,2018,86.21,Partly Cloudy,"6400 Block Living Way PL Pittsburgh, PA 15206",0.0,0.0,Shadyside,4
15622,39.0,M,B,M,Monday,06,August,2018,86.21,Partly Cloudy,"5600 Block Donson WY Pittsburgh, PA 15201",40.48412698,-79.94769864,Upper Lawrenceville,2
15623,32.0,M,W,F,Monday,06,August,2018,86.21,Partly Cloudy,"500 Block Panther Hollow RD Pittsburgh, PA 15217",0.0,0.0,Squirrel Hill South,4
15624,41.0,M,B,M,Monday,06,August,2018,86.21,Partly Cloudy,"100 Block Hazlett ST Pittsburgh, PA 15214",40.47712209,-80.00164753,Northview Heights,1
15625,19.0,M,A,F,Monday,06,August,2018,86.21,Partly Cloudy,"2200 Block Brownsville RD Pittsburgh, PA 15210",40.39118506,-79.98691304,Carrick,3
15626,57.0,M,W,M,Monday,06,August,2018,86.21,Partly Cloudy,"50 Block Miltenberger ST Pittsburgh, PA 15219",40.43590106,-79.98169649,Bluff,2
15627,68.0,M,W,F,Monday,06,August,2018,86.21,Partly Cloudy,"500 Block Negley Run BL Pittsburgh, PA 15206",40.4678195,-79.92772733,Larimer,5
15628,54.0,M,W,M,Monday,06,August,2018,86.21,Partly Cloudy,"100 Block Minooka ST Pittsburgh, PA 15210",40.40349485,-79.99228287,Carrick,3
15629,32.0,F,W,M,Monday,06,August,2018,86.21,Partly Cloudy,"Penn AV & N Euclid AV Pittsburgh, PA 15206",40.46251875,-79.92782614,East Liberty,5
15630,25.0,M,W,M,Monday,06,August,2018,86.21,Partly Cloudy,"8800 Block Frankstown AV Pittsburgh, PA 15221",0.0,0.0,East Hills,5
15631,32.0,F,W,M,Monday,06,August,2018,86.21,Partly Cloudy,"Saw Mill Run BL & Library RD Pittsburgh, PA 15227",40.38223319,-79.99597718,Overbrook,3
15632,36.0,M,W,M,Monday,06,August,2018,86.21,Partly Cloudy,"Saw Mill Run BL & Library RD Pittsburgh, PA 15227",40.38223319,-79.99597718,Overbrook,3
15633,27.0,M,B,M,Monday,06,August,2018,86.21,Partly Cloudy,"800 Block Brushton AV Pittsburgh, PA 15221",40.45462981,-79.888441,Homewood South,5
15634,38.0,M,W,M,Monday,06,August,2018,86.21,Partly Cloudy,"S 18th ST & Mary ST Pittsburgh, PA 15203",40.42607247,-79.98083372,South Side Flats,3
15635,35.0,F,W,M,Monday,06,August,2018,86.21,Partly Cloudy,"Middle ST & Tripoli ST Pittsburgh, PA 15212",40.4561854,-79.99990651,East Allegheny,1
15636,45.0,M,B,M,Monday,06,August,2018,86.21,Partly Cloudy,"7200 Block Forest WY Pittsburgh, PA 15208",40.45781229999999,-79.89610249,Homewood North,5
15637,35.0,F,W,M,Monday,06,August,2018,86.21,Partly Cloudy,"400 Block East Commons Pittsburgh, PA 15212",40.45016205,-80.00578106,Allegheny Center,1
15638,53.0,M,U,M,Monday,06,August,2018,86.21,Partly Cloudy,"4200 Block Andover TER Pittsburgh, PA 15213",0.0,0.0,Upper Hill,2
15639,73.0,M,B,M,Monday,06,August,2018,86.21,Partly Cloudy,"300 Block E North AV Pittsburgh, PA 15212",40.41253154,-79.84279604,Central North Side,1
15640,16.0,M,B,M,Monday,06,August,2018,86.21,Partly Cloudy,"1100 Block Sheffield ST Pittsburgh, PA 15233",40.45421198,-80.02126518,Manchester,1
15641,19.0,M,B,M,Monday,06,August,2018,86.21,Partly Cloudy,"1100 Block Sheffield ST Pittsburgh, PA 15233",40.45421198,-80.02126518,Manchester,1
15642,63.0,M,B,M,Monday,06,August,2018,86.21,Partly Cloudy,"8100 Block Frankstown AV Pittsburgh, PA 15221",40.45544633,-79.88333362,East Hills,5
15643,41.0,M,B,M,Monday,06,August,2018,86.21,Partly Cloudy,"100 Block Hazlett ST Pittsburgh, PA 15214",40.477122093832506,-80.0016475315907,Northview Heights,1
15644,25.0,M,W,M,Tuesday,07,August,2018,81.23,Mostly Cloudy,"4800 Block Gidding ST Pittsburgh, PA 15207",0.0,0.0,Hazelwood,4
15645,31.0,F,B,M,Tuesday,07,August,2018,81.23,Mostly Cloudy,"2200 Block Wilner DR Pittsburgh, PA 15221",40.45334375,-79.86679306,East Hills,5
15646,39.0,M,U,M,Tuesday,07,August,2018,81.23,Mostly Cloudy,"1900 Block Woodville AV Pittsburgh, PA 15220",40.43372541,-80.03140924,West End,6
15647,24.0,F,B,M,Tuesday,07,August,2018,81.23,Mostly Cloudy,"Penn AV & Stanwix ST Pittsburgh, PA 15222",40.44222084,-80.00411738,Central Business District,2
15648,30.0,F,B,M,Tuesday,07,August,2018,81.23,Mostly Cloudy,"5400 Block Kincaid ST Pittsburgh, PA 15206",40.46612772,-79.93538502,Garfield,5
15649,40.0,M,B,M,Tuesday,07,August,2018,81.23,Mostly Cloudy,"Chartiers AV & Greenway DR Pittsburgh, PA 15204",40.45153888,-80.05125395,Sheraden,6
15650,43.0,F,W,M,Tuesday,07,August,2018,81.23,Mostly Cloudy,"2100 Block Noblestown RD Pittsburgh, PA 15205",40.43146041,-80.05354715,Westwood,6
15651,38.0,M,W,M,Tuesday,07,August,2018,81.23,Mostly Cloudy,"2100 Block Noblestown RD Pittsburgh, PA 15205",40.43146041,-80.05354715,Westwood,6
15652,37.0,F,U,M,Tuesday,07,August,2018,81.23,Mostly Cloudy,"600 Block Grant ST Pittsburgh, PA 15219",40.44136297,-79.99485606,Central Business District,2
15653,24.0,M,B,M,Tuesday,07,August,2018,81.23,Mostly Cloudy,"600 Block Grant ST Pittsburgh, PA 15219",40.44136297,-79.99485606,Central Business District,2
15654,30.0,F,W,M,Tuesday,07,August,2018,81.23,Mostly Cloudy,"400 Block East Commons Pittsburgh, PA 15212",40.45016205,-80.00578106,Allegheny Center,1
15655,55.0,M,B,M,Tuesday,07,August,2018,81.23,Mostly Cloudy,"400 Block East Commons Pittsburgh, PA 15212",40.45016205,-80.00578106,Allegheny Center,1
15656,20.0,M,B,M,Tuesday,07,August,2018,81.23,Mostly Cloudy,"Steele CT & E Elizabeth ST Pittsburgh, PA 15207",40.40780834,-79.93939177,Hazelwood,4
15657,19.0,M,B,M,Tuesday,07,August,2018,81.23,Mostly Cloudy,"1800 Block E Carson ST Pittsburgh, PA 15203",40.42848684,-79.98026911,South Side Flats,3
15658,25.0,M,W,M,Tuesday,07,August,2018,81.23,Mostly Cloudy,"100 Block Art Rooney AV Pittsburgh, PA 15212",40.445707,-80.01509265,North Shore,1
15659,14.0,M,B,F,Tuesday,07,August,2018,81.23,Mostly Cloudy,"500 Block S Murtland ST Pittsburgh, PA 15208",40.44699595,-79.90830521,Point Breeze,4
15660,35.0,M,W,M,Wednesday,08,August,2018,75.36,Overcast,"10 Block Citron WY Pittsburgh, PA 15212",40.4559564,-80.00668512,Central North Side,1
15661,28.0,M,B,M,Wednesday,08,August,2018,75.36,Overcast,"3300 Block Webster AV Pittsburgh, PA 15219",40.45284249,-79.96451540000001,Upper Hill,2
15662,23.0,F,B,M,Wednesday,08,August,2018,75.36,Overcast,"3300 Block Webster AV Pittsburgh, PA 15219",40.45284249,-79.96451540000001,Upper Hill,2
15663,53.0,M,B,F,Wednesday,08,August,2018,75.36,Overcast,"800 Block Georgia AV Pittsburgh, PA 15210",40.40941854,-79.99543929,Knoxville,3
15664,29.0,M,B,M,Wednesday,08,August,2018,75.36,Overcast,"1200 Block Superior AV Pittsburgh, PA 15212",40.46866084,-80.02726933,Marshall-Shadeland,1
15665,39.0,M,B,M,Wednesday,08,August,2018,75.36,Overcast,"500 Block Grace ST Pittsburgh, PA 15211",40.42814249,-80.01490869,Mount Washington,3
15666,32.0,F,B,F,Wednesday,08,August,2018,75.36,Overcast,"400 Block Wood ST Pittsburgh, PA 15222",40.43943315,-80.00108015,Central Business District,2
15667,36.0,F,W,F,Wednesday,08,August,2018,75.36,Overcast,"6200 Block Penn AV Pittsburgh, PA 15206",0.0,0.0,East Liberty,5
15668,52.0,F,B,M,Wednesday,08,August,2018,75.36,Overcast,"Penn AV & 6th ST Pittsburgh, PA 15222",40.44274996,-80.00215298,Central Business District,2
15669,62.0,F,W,M,Wednesday,08,August,2018,75.36,Overcast,"Middle ST & Foreland ST Pittsburgh, PA 15212",40.454576700000004,-79.99939273,East Allegheny,1
15670,27.0,F,W,M,Wednesday,08,August,2018,75.36,Overcast,"600 Block Tripoli ST Pittsburgh, PA 15212",40.45620007,-79.99987428,East Allegheny,1
15671,26.0,F,W,M,Wednesday,08,August,2018,75.36,Overcast,"Suismon ST & East ST Pittsburgh, PA 15212",40.45561076,-79.99839286,East Allegheny,1
15672,41.0,F,B,M,Wednesday,08,August,2018,75.36,Overcast,"2300 Block Valera ST Pittsburgh, PA 15210",40.38794186,-79.98740996,Carrick,3
15673,42.0,F,B,M,Wednesday,08,August,2018,75.36,Overcast,"400 Block Grant ST Pittsburgh, PA 15219",40.438379100000006,-79.99749861,Central Business District,2
15674,47.0,F,W,M,Wednesday,08,August,2018,75.36,Overcast,"Potomac AV & Strachan AV Pittsburgh, PA 15216",40.40166436,-80.04000017,Banksville,6
15675,37.0,M,W,M,Wednesday,08,August,2018,75.36,Overcast,"600 Block Gettysburg ST Pittsburgh, PA 15206",40.44878447,-79.91659024,Point Breeze,4
15676,43.0,M,B,M,Wednesday,08,August,2018,75.36,Overcast,"Liberty TUN Pittsburgh, PA 15211",0.0,0.0,Beltzhoover,3
15677,41.0,M,B,M,Wednesday,08,August,2018,75.36,Overcast,"500 Block Lorenz AV Pittsburgh, PA 15220",40.44605829,-80.03785956,Elliott,6
15678,51.0,M,B,F,Wednesday,08,August,2018,75.36,Overcast,"400 Block Smithfield ST Pittsburgh, PA 15222",40.43878698,-79.99932299,Central Business District,2
15679,31.0,M,B,F,Wednesday,08,August,2018,75.36,Overcast,"600 Block Climax ST Pittsburgh, PA 15210",40.41992014,-79.99730879,Allentown,3
15680,41.0,M,W,F,Wednesday,08,August,2018,75.36,Overcast,"North Point DR & Belmont ST Pittsburgh, PA 15233",40.44838397,-80.02531218,Chateau,1
15681,21.0,M,B,M,Wednesday,08,August,2018,75.36,Overcast,"Mathews AV & Bausman ST Pittsburgh, PA 15210",40.41379572,-79.99705004,Bon Air,3
15682,22.0,F,W,F,Wednesday,08,August,2018,75.36,Overcast,"1800 Block Centre AV Pittsburgh, PA 15219",40.44221488,-79.98322029,Crawford-Roberts,2
15683,23.0,F,B,M,Thursday,09,August,2018,78.32,Mostly Cloudy,"1200 Block Lakewood ST Pittsburgh, PA 15220",40.44798372,-80.04121528,Elliott,6
15684,41.0,F,W,M,Thursday,09,August,2018,78.32,Mostly Cloudy,"100 Block E Agnew AV Pittsburgh, PA 15210",40.39522179,-79.98602074,Carrick,3
15685,26.0,M,W,M,Thursday,09,August,2018,78.32,Mostly Cloudy,"700 Block 2nd AV Pittsburgh, PA 15219",40.43527615,-79.994401,Bluff,2
15686,25.0,M,B,M,Thursday,09,August,2018,78.32,Mostly Cloudy,"7100 Block Hermitage ST Pittsburgh, PA 15208",40.46071876,-79.89750503,Homewood North,5
15687,39.0,M,B,M,Thursday,09,August,2018,78.32,Mostly Cloudy,"300 Block Ladson ST Pittsburgh, PA 15206",40.46349123,-79.9076406,Larimer,5
15688,35.0,M,W,M,Thursday,09,August,2018,78.32,Mostly Cloudy,"5400 Block Fredanna ST Pittsburgh, PA 15207",40.36889823,-79.90868523,Lincoln Place,4
15689,33.0,M,B,F,Thursday,09,August,2018,78.32,Mostly Cloudy,"1800 Block Calistoga ST Pittsburgh, PA 15221",0.0,0.0,East Hills,5
15690,36.0,F,W,F,Thursday,09,August,2018,78.32,Mostly Cloudy,"700 Block 2nd AV Pittsburgh, PA 15219",40.43527615,-79.994401,Bluff,2
15691,41.0,M,W,M,Thursday,09,August,2018,78.32,Mostly Cloudy,"Ellsworth AV & Shady AV Pittsburgh, PA 15206",40.45920154,-79.92207523,Shadyside,4
15692,33.0,M,B,F,Thursday,09,August,2018,78.32,Mostly Cloudy,"900 Block Bryn Mawr RD Pittsburgh, PA 15219",40.45198653,-79.95879412,Upper Hill,2
15693,61.0,M,W,F,Thursday,09,August,2018,78.32,Mostly Cloudy,"N Craig ST & Centre AV Pittsburgh, PA 15213",40.45189184,-79.95202108,North Oakland,4
15694,14.0,M,B,F,Thursday,09,August,2018,78.32,Mostly Cloudy,"6400 Block Penn AV Pittsburgh, PA 15206",40.45751349,-79.91743506,Larimer,5
15695,12.0,M,B,F,Thursday,09,August,2018,78.32,Mostly Cloudy,"6400 Block Penn AV Pittsburgh, PA 15206",40.45751349,-79.91743506,Larimer,5
15696,60.0,M,B,F,Thursday,09,August,2018,78.32,Mostly Cloudy,"1000 Block Wheeler ST Pittsburgh, PA 15221",40.45768104,-79.88451392,Homewood North,5
15697,42.0,F,B,F,Thursday,09,August,2018,78.32,Mostly Cloudy,"6300 Block Shakespeare ST Pittsburgh, PA 15206",0.0,0.0,Shadyside,5
15698,22.0,M,B,M,Thursday,09,August,2018,78.32,Mostly Cloudy,"Pennsylvania AV & Brighton RD Pittsburgh, PA 15233",40.45610409,-80.01535109,Central North Side,1
15699,41.0,F,W,M,Thursday,09,August,2018,78.32,Mostly Cloudy,"2300 Block Brownsville RD Pittsburgh, PA 15210",40.38905727,-79.98552317,Carrick,3
15700,27.0,M,W,M,Thursday,09,August,2018,78.32,Mostly Cloudy,"400 Block Saline ST Pittsburgh, PA 15207",40.42297414,-79.92649921,Greenfield,4
15701,23.0,M,B,M,Thursday,09,August,2018,78.32,Mostly Cloudy,"1400 Block Page ST Pittsburgh, PA 15233",40.45131369,-80.02546640000001,Manchester,1
15702,18.0,M,B,M,Thursday,09,August,2018,78.32,Mostly Cloudy,"1400 Block Page ST Pittsburgh, PA 15233",40.45131369,-80.02546640000001,Manchester,1
15703,28.0,F,W,M,Thursday,09,August,2018,78.32,Mostly Cloudy,"100 Block Tecumseh ST Pittsburgh, PA 15207",0.0,0.0,Hazelwood,4
15704,26.0,M,B,M,Thursday,09,August,2018,78.32,Mostly Cloudy,"Rippey ST & N Negley AV Pittsburgh, PA 15206",40.4666354019903,-79.92879359435601,East Liberty,5
15705,21.0,F,B,M,Thursday,09,August,2018,78.32,Mostly Cloudy,"Rippey ST & N Negley AV Pittsburgh, PA 15206",40.4666354019903,-79.92879359435601,East Liberty,5
15706,33.0,M,W,M,Friday,10,August,2018,81.06,Overcast,"1100 Block Smithton AV Pittsburgh, PA 15212",40.47441815,-80.02774408,Marshall-Shadeland,1
15707,33.0,M,W,F,Friday,10,August,2018,81.06,Overcast,"1100 Block Smithton AV Pittsburgh, PA 15212",40.47441815,-80.02774408,Marshall-Shadeland,1
15708,24.0,M,O,F,Friday,10,August,2018,81.06,Overcast,"200 Block Oakland AV Pittsburgh, PA 15213",0.0,0.0,Central Oakland,4
15709,41.0,F,B,M,Friday,10,August,2018,81.06,Overcast,"1300 Block Manning ST Pittsburgh, PA 15206",40.46792499,-79.89695824,Lincoln-Lemington-Belmar,5
15710,26.0,F,W,M,Friday,10,August,2018,81.06,Overcast,"100 Block Calhoun AV Pittsburgh, PA 15210",40.40601076,-79.98917019,Carrick,3
15711,39.0,F,W,M,Friday,10,August,2018,81.06,Overcast,"Brownsville RD & Hornaday RD Pittsburgh, PA 15210",40.39462974,-79.98649081,Carrick,3
15712,23.0,M,W,M,Friday,10,August,2018,81.06,Overcast,"S 16th ST & E Carson ST Pittsburgh, PA 15203",40.42883743,-79.98283134,South Side Flats,3
15713,22.0,M,B,M,Friday,10,August,2018,81.06,Overcast,"3000 Block Arlington AV Pittsburgh, PA 15210",40.41734491,-79.96564169,Arlington Heights,3
15714,44.0,M,W,F,Friday,10,August,2018,81.06,Overcast,"3200 Block Kennett SQ Pittsburgh, PA 15213",40.43430765,-79.96117632,South Oakland,4
15715,29.0,M,W,M,Friday,10,August,2018,81.06,Overcast,"3500 Block Diploma ST Pittsburgh, PA 15212",40.47965879,-80.02993971,Brighton Heights,1
15716,40.0,M,W,M,Friday,10,August,2018,81.06,Overcast,"3500 Block Diploma ST Pittsburgh, PA 15212",40.47965879,-80.02993971,Brighton Heights,1
15717,33.0,M,W,M,Friday,10,August,2018,81.06,Overcast,"900 Block Woodbine ST Pittsburgh, PA 15201",40.47923738,-79.94374438,Stanton Heights,5
15718,36.0,M,W,M,Friday,10,August,2018,81.06,Overcast,"Shadeland AV & Davis AV Pittsburgh, PA 15212",40.48154526,-80.03489651,Brighton Heights,1
15719,27.0,M,B,M,Friday,10,August,2018,81.06,Overcast,"3800 Block Perrysville AV Pittsburgh, PA 15214",40.4875593,-80.01602422,Perry North,1
15720,31.0,M,W,M,Friday,10,August,2018,81.06,Overcast,"3100 Block Landis ST Pittsburgh, PA 15204",40.45648156,-80.05560026,Sheraden,6
15721,51.0,M,B,M,Friday,10,August,2018,81.06,Overcast,"Wylie AV & Elmore ST Pittsburgh, PA 15219",40.44549468,-79.9778469,Middle Hill,2
15722,21.0,M,B,M,Friday,10,August,2018,81.06,Overcast,"Casement ST & Shadeland AV Pittsburgh, PA 15212",40.47063518,-80.03058255,Marshall-Shadeland,1
15723,61.0,M,W,M,Friday,10,August,2018,81.06,Overcast,"200 Block Knox AV Pittsburgh, PA 15210",40.41137191,-79.99036398,Knoxville,3
15724,38.0,M,W,F,Saturday,11,August,2018,76.15,Mostly Cloudy,"300 Block Blvd Of The Allies Pittsburgh, PA 15222",40.43809912,-80.00185666,Central Business District,2
15725,29.0,M,B,M,Saturday,11,August,2018,76.15,Mostly Cloudy,"Reed ST & Soho ST Pittsburgh, PA 15219",40.44437219,-79.97339725,Middle Hill,2
15726,48.0,M,W,M,Saturday,11,August,2018,76.15,Mostly Cloudy,"2800 Block Brownsville RD Pittsburgh, PA 15210",40.38344999,-79.97753255,Carrick,3
15727,42.0,F,B,M,Saturday,11,August,2018,76.15,Mostly Cloudy,"2300 Block East Hills DR Pittsburgh, PA 15221",40.45661624,-79.87132859,East Hills,5
15728,16.0,F,W,M,Saturday,11,August,2018,76.15,Mostly Cloudy,"400 Block Ariston AV Pittsburgh, PA 15210",40.38745069,-79.98984240000001,Carrick,3
15729,15.0,F,W,M,Saturday,11,August,2018,76.15,Mostly Cloudy,"400 Block Ariston AV Pittsburgh, PA 15210",40.38745069,-79.98984240000001,Carrick,3
15730,44.0,F,B,F,Saturday,11,August,2018,76.15,Mostly Cloudy,"1900 Block Centre AV Pittsburgh, PA 15219",40.44319182,-79.98090899,Crawford-Roberts,2
15731,27.0,F,B,M,Saturday,11,August,2018,76.15,Mostly Cloudy,"900 Block Climax ST Pittsburgh, PA 15210",40.42006227,-79.99046913,Allentown,3
15732,25.0,M,W,F,Saturday,11,August,2018,76.15,Mostly Cloudy,"S 16th ST & E Carson ST Pittsburgh, PA 15203",40.42883743,-79.98283134,South Side Flats,3
15733,52.0,M,W,M,Saturday,11,August,2018,76.15,Mostly Cloudy,"800 Block Colerain ST Pittsburgh, PA 15210",40.39687902,-79.99520101,Carrick,3
15734,41.0,F,W,M,Saturday,11,August,2018,76.15,Mostly Cloudy,"100 Block Lecky AV Pittsburgh, PA 15212",40.475739399999995,-80.03360791,Marshall-Shadeland,1
15735,30.0,M,W,M,Saturday,11,August,2018,76.15,Mostly Cloudy,"2500 Block Kingwood ST Pittsburgh, PA 15234",40.38041092,-79.99580568,Overbrook,3
15736,49.0,M,B,M,Saturday,11,August,2018,76.15,Mostly Cloudy,"6200 Block Broad ST Pittsburgh, PA 15206",40.46166669,-79.92204316,East Liberty,5
15737,45.0,F,W,F,Saturday,11,August,2018,76.15,Mostly Cloudy,"1000 Block 5th AV Pittsburgh, PA 15219",40.43857277,-79.99083967,Central Business District,2
15738,56.0,F,W,M,Saturday,11,August,2018,76.15,Mostly Cloudy,"400 Block Brownsville RD Pittsburgh, PA 15210",40.41325263,-79.98912886,Knoxville,3
15739,22.0,M,B,M,Sunday,12,August,2018,76.34,Clear,"Dickson ST & Plough ST Pittsburgh, PA 15212",40.46916617,-80.03346672,Marshall-Shadeland,1
15740,26.0,F,B,M,Sunday,12,August,2018,76.34,Clear,"2000 Block Tustin ST Pittsburgh, PA 15219",40.43677164,-79.97766665,Bluff,2
15741,22.0,M,B,F,Sunday,12,August,2018,76.34,Clear,"2300 Block Arlington AV Pittsburgh, PA 15210",40.41709532,-79.97444232,South Side Slopes,3
15742,27.0,M,B,M,Sunday,12,August,2018,76.34,Clear,"900 Block Mina ST Pittsburgh, PA 15212",40.46895742,-79.99918754,Spring Hill-City View,1
15743,27.0,M,B,M,Sunday,12,August,2018,76.34,Clear,"3400 Block Reuben ST Pittsburgh, PA 15212",40.47688709,-80.03589129999999,Brighton Heights,1
15744,46.0,M,U,M,Sunday,12,August,2018,76.34,Clear,"3400 Block Reuben ST Pittsburgh, PA 15212",40.47688709,-80.03589129999999,Brighton Heights,1
15745,23.0,M,W,F,Sunday,12,August,2018,76.34,Clear,"1500 Block E Carson ST Pittsburgh, PA 15203",40.42869279999999,-79.98331002,South Side Flats,3
15746,82.0,M,W,M,Sunday,12,August,2018,76.34,Clear,"600 Block Larose ST Pittsburgh, PA 15226",40.4079675,-80.01433138,Brookline,6
15747,26.0,F,B,F,Sunday,12,August,2018,76.34,Clear,"Chartiers AV & Hillsboro ST Pittsburgh, PA 15204",40.4532931,-80.05458309,Sheraden,6
15748,47.0,M,B,M,Sunday,12,August,2018,76.34,Clear,"6800 Block Kelly ST Pittsburgh, PA 15208",40.45746805,-79.90618056,Homewood West,5
15749,24.0,M,A,M,Sunday,12,August,2018,76.34,Clear,"Pioneer AV & Rossmore AV Pittsburgh, PA 15226",40.39804037,-80.02276582,Brookline,6
15750,31.0,M,B,M,Sunday,12,August,2018,76.34,Clear,"300 Block 4th AV Pittsburgh, PA 15222",40.43914874,-80.0011733,Central Business District,2
15751,50.0,M,B,F,Sunday,12,August,2018,76.34,Clear,"50 Block Parkhurst ST Pittsburgh, PA 15212",40.45676687,-80.00633962,Perry North,1
15752,24.0,F,B,M,Sunday,12,August,2018,76.34,Clear,"3000 Block Zephyr AV Pittsburgh, PA 15204",40.45632167,-80.05345044,Sheraden,6
15753,25.0,M,B,M,Sunday,12,August,2018,76.34,Clear,"3000 Block Zephyr AV Pittsburgh, PA 15204",40.45632167,-80.05345044,Sheraden,6
15754,50.0,M,B,M,Sunday,12,August,2018,76.34,Clear,Glen Caladh ST,0.0,0.0,Hazelwood,4
15755,57.0,F,B,F,Sunday,12,August,2018,76.34,Clear,"10 Block Eymard ST Pittsburgh, PA 15221",40.45762784,-79.87226081,East Hills,5
15756,33.0,M,B,M,Sunday,12,August,2018,76.34,Clear,"1000 Block Penn AV Pittsburgh, PA 15222",40.44422744,-79.99489376,Central Business District,2
15757,43.0,F,B,M,Sunday,12,August,2018,76.34,Clear,"Frankstown AV & Brushton AV Pittsburgh, PA 15221",40.45553444,-79.88809639,Homewood North,5
15758,22.0,M,W,M,Sunday,12,August,2018,76.34,Clear,"Smithfield St BRDG Pittsburgh, PA 15219",0.0,0.0,South Shore,3
15759,49.0,M,B,M,Sunday,12,August,2018,76.34,Clear,"E North AV & James ST Pittsburgh, PA 15212",40.456421399999996,-80.00157064,East Allegheny,1
15760,29.0,M,W,M,Sunday,12,August,2018,76.34,Clear,"Federal EXT & Mercy ST Pittsburgh, PA 15214",0.0,0.0,Fineview,1
15761,50.0,M,B,M,Sunday,12,August,2018,76.34,Clear,"Federal EXT & Mercy ST Pittsburgh, PA 15214",0.0,0.0,Fineview,1
15762,24.0,F,W,F,Sunday,12,August,2018,76.34,Clear,"700 Block Casino DR Pittsburgh, PA 15212",40.44714954,-80.02083676,Bluff,1
15763,35.0,M,W,F,Monday,13,August,2018,80.79,Clear,"2300 Block Sarah ST Pittsburgh, PA 15203",40.42724144,-79.97302445,South Side Flats,3
15764,52.0,M,U,F,Monday,13,August,2018,80.79,Clear,"3700 Block Butler ST Pittsburgh, PA 15201",40.46623145,-79.96472635,Lower Lawrenceville,2
15765,19.0,M,B,M,Monday,13,August,2018,80.79,Clear,"900 Block Millerdale ST Pittsburgh, PA 15201",40.4755924,-79.93781898,Stanton Heights,5
15766,52.0,M,W,F,Monday,13,August,2018,80.79,Clear,"5300 Block Butler ST Pittsburgh, PA 15201",40.48213895,-79.95228721,Upper Lawrenceville,2
